keyword,title,authors,year,url,abstract,relevant
Dynamic authority reversal,Human-AI Handovers: A Dynamic Authority Reversal Framework for Trust Calibration and Transitional Accountability,Jonathan H. Westover,2026,https://doi.org/10.2139/ssrn.6037994,,Y
Dynamic authority reversal,Numerical investigation of control of dynamic stall over a NACA0015 airfoil using dielectric barrier discharge plasma actuators,"Haocheng Yu, Jianguo Zheng",2020,https://doi.org/10.1063/1.5142465,"The control of dynamic stall over a periodically pitching NACA 0015 airfoil using alternating current (AC) and nanosecond (NS) dielectric barrier discharge (DBD) plasma actuators is investigated by means of numerical simulation. This study employs a two-dimensional unsteady Reynolds averaged Navier–Stokes (URANS) approach to resolve the flow control process. The pulsed AC and NS plasma discharges are modeled by an empirical body force model and a sophisticated self-similar plasma formulation, respectively. Our study concentrates on the resolution of detailed control process of dynamic stall under DBD plasma forcing at two Reynolds numbers (Re) as well as on comparison of AC and NS plasma actuations in terms of control mechanism and authority. It appears that the dynamic stall without control at both moderate Reynolds number of Re = 2.5 × 105 and high Reynolds number of Re = 7.5 × 105 can be categorized into the so-called trailing edge stall. The trailing edge stall initiates with flow reversal near the trailing edge. Regarding the dynamic stall control, it is found that the jet flow produced by AC DBD or residual heat of NS DBD is responsible for inducing large-scale spanwise vortices, which, in turn, dominate the flow control. For the moderate Re flow, AC and NS plasma actuators have comparable performance and both achieve good control authority. However, for the dynamic stall control at high Re, the NS DBD achieves surprising success in enhancing lift of the airfoil and reducing aerodynamic hysteresis, whereas AC DBD nearly has no effect on the flow. It is found that the superiority of the NS plasma actuator over other control means is due to the thermal convection characteristic peculiar to NS plasma discharge. This characteristic makes the NS DBD plasma actuator more flexible in extending its influence region and acquiring a better control effect.",Y
Dynamic authority reversal,The Securitization of Migration in Western Societies: Ambivalent Discourses and Policies,"Ayşe Ceyhan, Anastassia Tsoukala",2002,https://doi.org/10.1177/03043754020270s103,"What shall we become now without the barbarians? Those people were a solution, weren't they? C. Gavafy, Waiting for the Barbarians The last decades of the twentieth century were marked by a dramatic change led by the development of globalization, the enhancement of transnational flows, and the end of bipolarity. The construction of the European Union, the emergence of new economic agreements such as NAFTA, the deterritorialization of markets, physical borders, and identities, the increase of migration flows, the construction of the Schengen area, (1) and the fragmentation of major states (e.g., the Soviet Union and Yugoslavia) have raised questions about many old assumptions, including those made about Westphalian state sovereignty and identity. These phenomena significantly affected the forms and the meanings of borders, individual and collective identities, and the sense and nature of state sovereignty and authority. In the meantime, these changes have recast the domestic order, challenged traditional structures, modified social arrangements, transformed the forces of integration and fragmentation, and accelerated the dynamics of inclu sion and exclusion. In consequence, Western societies are witnessing the emergence of many existential and conceptual anxieties and fears about their identity, security, and well-being. As Martin Heisler asserts, (2) migration is at the focal point of the interrelated dynamics of identity, borders, and orders. By its transnational character, its dynamic, and its impact on people and institutions at all levels, migration is perceived as posing a serious challenge to the long-standing paradigms of certainty and order. One of the prominent features of Western societies in the post-bipolar era has been therefore the production of a discourse of fear and proliferation of dangers with reference to the scenarios of chaos, disorder, and clash of civilizations. It is easily noticeable in the public sphere that the fear is mainly about the different, the alien, the undocumented migrant, the refugee, the Muslim, the non-European, the Hispanic. These different expressions converge on the figure of the migrant, which appears as the anchoring point of securitarian policies and fierce public debates that gained momentum in the 1990s. Because of the widespread publicization of preventive and repressive immigration policies, a politics of fear was generally considered as being developed specifically in the European context and not in the United States, which was presented as being more tolerant and open to migration. But the production of similar discourses and the adoption of securitarian policies in the United States as well, made it difficult to argue the singularity of Europe. Indeed, although with differences in social and economic contexts as well as in immigration and integration policies, both the EU countries and the United States have been marked, since the 1980s, by a reversal of the image of migrants and asylum seekers in the public space. In both cases, migrants, who were welcomed after World War II as a useful labor force, are now presented in political discourses as criminals, troublemakers, economic and social defrauders, terrorists, drug traffickers, unassimilable persons, and so forth. They are demonized as being increasi ngly associated with organized crime. They are accused of taking jobs away from nationals, taking advantage of social services, and harming the identity of host countries. Introduced in public debates as a political hot-button topic, migration is thus transformed into a threat not only to the state but also to the security and the identity of the host society. What is important to stress here is that through such a presentation, the migration issue, which was not at the origin inherently securitarian, became one involving new actors and leading to stricter public policies and to new surveillance and control devices. …",Y
Cognitive load in AI-human task delegation,"A Survey on IoT Security: Application Areas, Security Threats, and Solution Architectures","Vikas Hassija, Vinay Chamola, Vikas Saxena, Divyansh Jain, Pranav Goyal, Biplab Sikdar",2019,https://doi.org/10.1109/access.2019.2924045,"The Internet of Things (IoT) is the next era of communication. Using the IoT, physical objects can be empowered to create, receive, and exchange data in a seamless manner. Various IoT applications focus on automating different tasks and are trying to empower the inanimate physical objects to act without any human intervention. The existing and upcoming IoT applications are highly promising to increase the level of comfort, efficiency, and automation for the users. To be able to implement such a world in an ever-growing fashion requires high security, privacy, authentication, and recovery from attacks. In this regard, it is imperative to make the required changes in the architecture of the IoT applications for achieving end-to-end secure IoT environments. In this paper, a detailed review of the security-related challenges and sources of threat in the IoT applications is presented. After discussing the security issues, various emerging and existing technologies focused on achieving a high degree of trust in the IoT applications are discussed. Four different technologies, blockchain, fog computing, edge computing, and machine learning, to increase the level of security in IoT are discussed.",Y
Cognitive load in AI-human task delegation,"Automation, Algorithms, and Beyond: Why Work Design Matters More Than Ever in a Digital World","Sharon K. Parker, Gudela Grote",2019,https://doi.org/10.1111/apps.12241,"Abstract We propose a central role for work design in understanding the effects of digital technologies. We give examples of how new technologies can—depending on various factors—positively and negatively affect job resources (autonomy/control, skill use, job feedback, relational aspects) and job demands (e.g., performance monitoring), with consequences for employee well‐being, safety, and performance. We identify four intervention strategies. First, work design choices need to be proactively considered during technology implementation, consistent with the sociotechnical systems principle of joint optimization. Second, human‐centred design principles should be explicitly considered in the design and procurement of new technologies. Third, organizationally oriented intervention strategies need to be supported by macro‐level policies. Fourth, there is a need to go beyond a focus on upskilling employees to help them adapt to technology change, to also focus on training employees, as well as other stakeholders, in work design and related topics. Finally, we identify directions for moving the field forward, including new research questions (e.g., job autonomy in the context of machine learning; understanding designers’ work design mindsets; investigating how job crafting applies to technology); a reorientation of methods (e.g., interdisciplinary, intervention studies); and steps for achieving practical impact.",Y
Cognitive load in AI-human task delegation,AI Tools in Society: Impacts on Cognitive Offloading and the Future of Critical Thinking,Michael Gerlich,2025,https://doi.org/10.3390/soc15010006,"The proliferation of artificial intelligence (AI) tools has transformed numerous aspects of daily life, yet its impact on critical thinking remains underexplored. This study investigates the relationship between AI tool usage and critical thinking skills, focusing on cognitive offloading as a mediating factor. Utilising a mixed-method approach, we conducted surveys and in-depth interviews with 666 participants across diverse age groups and educational backgrounds. Quantitative data were analysed using ANOVA and correlation analysis, while qualitative insights were obtained through thematic analysis of interview transcripts. The findings revealed a significant negative correlation between frequent AI tool usage and critical thinking abilities, mediated by increased cognitive offloading. Younger participants exhibited higher dependence on AI tools and lower critical thinking scores compared to older participants. Furthermore, higher educational attainment was associated with better critical thinking skills, regardless of AI usage. These results highlight the potential cognitive costs of AI tool reliance, emphasising the need for educational strategies that promote critical engagement with AI technologies. This study contributes to the growing discourse on AI’s cognitive implications, offering practical recommendations for mitigating its adverse effects on critical thinking. The findings underscore the importance of fostering critical thinking in an AI-driven world, making this research essential reading for educators, policymakers, and technologists.",Y
Cognitive load in AI-human task delegation,Anomalies: Risk Aversion,"Matthew Rabin, Richard H. Thaler",2001,https://doi.org/10.1257/jep.15.1.219,"Economists ubiquitously employ a simple and elegant explanation for risk aversion: It derives from the concavity of the utility-of-wealth function within the expected-utility framework. We show that this explanation is not plausible in most applications, since anything more than economically negligible risk aversion over moderate stakes requires a utility-of-wealth function that is so concave that it predicts absurdly severe risk aversion over very large stakes. We present examples of how the expected-utility framework has misled economists, and why we believe a better explanation for risk aversion must incorporate loss aversion and mental accounting.",Y
Cognitive load in AI-human task delegation,Cognitive offloading or cognitive overload? How AI alters the mental architecture of coping,"Ginto Chirayath, K. Premamalini, Jeena Joseph",2025,https://doi.org/10.3389/fpsyg.2025.1699320,"Artificial intelligence (AI) has moved from being a specialized technological tool to an intimate presence in everyday life. Smart assistants organize our schedules, predictive systems anticipate our needs, and therapeutic chatbots promise to listen when no human is available (Zhang & Wang, 2024). The diffusion of AI into mental health care is often framed in highly optimistic terms: technologies that reduce stigma, democratize access, and provide affordable, always-on support (M & N, 2025;Sivasubramanian Balasubramanian, 2023). From meditation applications and emotion-tracking wearables to conversational agents offering cognitive-behavioral interventions, AI is marketed as an efficient and reliable partner in the pursuit of wellbeing (Balcombe, 2023).Beneath this enthusiasm lies a paradox. On one hand, AI enables cognitive offloading: the use of external aids to reduce mental effort and conserve resources for more meaningful activities (Grinschgl & Neubauer, 2022;Risko & Gilbert, 2016). This process can support adaptive coping, helping individuals regulate stress and sustain mental health. On the other hand, the same tools may create cognitive overload: an erosion of introspection, over-reliance on algorithmic feedback, and anxiety induced by hyper-monitoring and optimization (Grinschgl et al., 2021;Skulmowski, 2023). The question is not whether AI is good or bad for mental health but how it is reshaping the very architecture of coping (Gerlich, 2025). This article examines the psychology of this paradox. First, it places copings in mainstream psychological theory. Then it considers the promise of AI to lighten burdens through cognitive offloading. Next, it considers the risks of cognitive overload and theoretical insights that illuminate this conflict. Through practical illustrations, it demonstrates the double-sidedness of AI as copings partner on the one hand, yet destabilizer on the other. Finally, it identifies principles for design, clinical responses, and policy interventions required to ensure that AI complements, not undermines, human resilience.Coping is not a static trait but a dynamic process shaped by situational demands, personal resources, and social contexts (Depoorter et al., 2025). Historically, coping has always been supported by external aids. Religious rituals, cultural practices, and communal gatherings provided frameworks for resilience (Butler et al., 2025;Whitehead & Bergeman, 2020). Personal tools such as diaries, letters, or calendars extended introspection and memory, allowing individuals to regulate emotions and track personal growth.AI represents a profound shift in this lineage. Unlike static tools or human communities, AI systems are adaptive, predictive, and personalized. They do not merely offer neutral support; they actively reshape the environment in which coping occurs (Shi, 2025). A diary records what one chooses to write; a mood-tracking app interprets and quantifies feelings, often presenting its interpretation as more authoritative than subjective experience (Brandsema, 2023;L. Yang & Zhao, 2024). This transformation raises new questions. How does the delegation of introspection to machines affect selfawareness? Does reliance on algorithmic recommendations weaken intrinsic coping mechanisms? And can AI be designed to scaffold rather than substitute the human capacity for resilience?Cognitive offloading is a well-established phenomenon in cognitive science. It refers to the delegation of cognitive tasks to external resources in order to reduce mental demand. People use notebooks, calculators, and smartphones to extend memory and problem-solving capacities. AI magnifies this process dramatically, providing not only storage but active analysis and prediction (León-Domínguez, 2024). AI in Mental Health Tracking: Mental health applications now integrate biometric sensors and self-reporting tools to track sleep, exercise, and mood. By aggregating data and presenting trends, these apps reduce the burden of self-monitoring (Bakker & Rickard, 2018). Instead of recalling fluctuations over weeks, users can visualize emotional patterns instantly. Such tools facilitate problem-focused coping, allowing individuals to identify triggers, monitor progress, and adjust behaviors accordingly (Blease & Torous, 2023;Lopes et al., 2024). Therapeutic Chatbots: AI-driven conversational agents, such as Woebot and Wysa, deliver micro-interventions based on cognitive-behavioral therapy. They can prompt reappraisal, encourage behavioral activation, and provide coping strategies in real time (Beatty et al., 2022).For individuals facing barriers to traditional therapy-such as cost, stigma, or geographic isolation-these tools lower thresholds to care. They exemplify emotion-focused coping, offering comfort and strategies at the moment they are needed (Coghlan et al., 2023;Inkster et al., 2018). Guided Reflection: AI-guided meditation programs and journaling assistants scaffold introspection. By generating prompts, suggesting breathing exercises, or helping articulate feelings, they encourage engagement with practices that might otherwise feel overwhelming. They reduce decision fatigue, making coping rituals easier to adopt and sustain (Park et al., 2024). Viewed positively, AI can function as a resilience amplifier. By offloading mundane or effortful processes, it frees mental resources for growth, creativity, and deeper social engagement.The promise of offloading is shadowed by the risks of overload. When reliance on external aids discourages intrinsic engagement, coping may be weakened rather than strengthened. Erosion of Introspection: One risk is the erosion of introspection. Traditional coping often depends on reflective practices such as journaling, meditation, or conversation. When moodtracking applications or predictive systems dictate interpretations of feelings, individuals may defer to the machine's account over their own experience (Brand et al., 2023). Complex emotions are reduced to numerical scores-""stress index: 75%""-flattening nuance and discouraging self-discovery. Outsourcing Resilience: A second risk is the outsourcing of resilience. If every moment of distress is met with algorithmic suggestions-""take three deep breaths,"" ""reframe your thought""-individuals may lose opportunities to cultivate independent strategies. Over time, this reliance may erode psychological immunity, leaving people ill-equipped to manage stress in contexts where technology is absent or unavailable (Gilboa & Nahum, 2022). Anxiety from Hyper-Monitoring: Finally, hyper-monitoring may itself generate anxiety.Wearable devices that continuously provide biometric feedback can create pressure to optimize every aspect of life. A poor ""sleep score"" may undermine subjective feelings of rest, while constant reminders to reduce stress can paradoxically heighten it. Instead of relieving burdens, AI may impose new demands that exacerbate distress (Inamdar et al., 2025).These dynamics illustrate that AI is not a neutral partner but an active shaper of coping. Its interventions may scaffold resilience or foster dependence, depending on how they are designed and used.Several psychological frameworks help explain this paradox. Cognitive Load Theory: Cognitive Load Theory characterizes extraneous load (unnecessary effort), intrinsic load (embedded difficulty), and germane load (effort towards learning).Reducing extraneous load is beneficial, but technology that reduces germane load has the negative impact on deeper engagement. Extended to dealing with stress, AI will in the future alleviate present burdens but risk losing potential for long-term resilience building (Evans et al., 2024;Sultanova, 2025). Self-Determination Theory: Self-Determination Theory posits that autonomy, competence, and relatedness are basic psychological needs (Evans et al., 2024). AI may enhance competence by offering strategies but threaten autonomy by making choices on behalf of users. It may also compromise relatedness if machine interactions displace human relationships. Resilience Frameworks: Resilience research emphasizes both external supports and internal capacities. External aids are valuable but cannot substitute for the cultivation of intrinsic coping skills (Brockbank & Feldon, 2024). Overuse of AI may act as a crutch, preventing the strengthening of these internal resources. Social Cognition and Bias: Finally, research on social cognition shows that external interpretations shape self-perception. If individuals consistently rely on algorithmic interpretations of their emotions, they may internalize biased or limiting narratives (Le Cunff et al., 2025). For example, a system that over-detects anxiety may reinforce an anxious selfconcept, even when variability exists.Taken together, these four psychological frameworks form an interconnected system that explains how AI reshapes the mental architecture of coping. Cognitive Load Theory offers the foundational mechanism, describing how AI redistributes mental effort by externalizing cognitive tasks. This redistribution directly influences motivational dynamics described by Self-Determination Theory, as reductions in cognitive demand enhance coping only when individuals retain a sense of autonomy, competence, and relatedness. When these motivational needs are met, the process strengthens the internal capacities emphasized by Resilience Frameworks-promoting flexibility, persistence, and adaptive recovery over time. Conversely, if offloading undermines autonomy or fosters overreliance, resilience may deteriorate rather than grow. Overlaying these layers, Social Cognition and Bias Theory captures the reflective loop through which users internalize algorithmic interpretations of emotion and self, shaping how they perceive and evaluate their coping abilities. In this integrated view, AI's influence follows a coherent psychological sequence: cognitive redistribution affects motivation, motivation determines resilience outcomes, and feedback from algorithmic interpretation continually reshapes self-concept. This synthesis clarifies the theoretical thread connecting the frameworks and positions them not as parallel explanations but as interacting components of a unified model of AImediated coping.The paradox of cognitive offloading versus cognitive overload highlights the dual nature of AI as a partner in coping. Unlike static tools such as a notebook or calendar, AI is dynamic: it adapts, predicts, and responds in ways that make it both supportive and potentially disruptive (Grinschgl & Neubauer, 2022). Its role in mental health is therefore best conceived not in binary terms but as a continuum ranging from healthy offloading to risky overload.At one end of this continuum lies healthy offloading. In this mode, AI technologies function as scaffolds-temporary supports that facilitate reflection, encourage adaptive strategies, and promote personal growth. For instance, an app that prompts users to pause and identify their emotions at stressful moments does not replace emotional regulation but nudges individuals toward engaging with their own cognitive and affective processes. Similarly, a chatbot that guides users through a breathing exercise can reduce acute anxiety while simultaneously teaching a transferable skill (C. Yang et al., 2025). In these cases, the technology acts like a training wheel, helping individuals stabilize until they are capable of maintaining balance on their own (Grinschgl & Neubauer, 2022).At the opposite end of the continuum lies risky overload. Here, AI tools begin to dictate experiences rather than facilitate them. Instead of scaffolding reflection, they may prescribe emotions (""you are stressed""), deliver rigid coping instructions without space for adaptation, or condition users to rely on external prompts rather than developing internal regulation strategies. For example, if a mood-tracking device consistently tells a user that they are ""anxious"" based on biometric indicators, the individual may come to trust the algorithm's interpretation over their own felt experience. This risks undermining self-awareness and fostering dependence on the device (Gerlich, 2025). In such contexts, AI ceases to be a supportive partner and becomes a substitute for coping itself, replacing human agency with algorithmic authority.The critical distinction, then, is whether AI operates as a scaffold or a substitute. Scaffolding is characterized by temporariness, adaptability, and empowerment: the goal is to strengthen internal capacities so that the technology becomes progressively less necessary (Britten-Neish, 2025). A meditation app that gradually reduces guided instructions, encouraging independent practice, exemplifies scaffolding. Substitution, by contrast, is characterized by permanence and dependency: the technology assumes responsibility for regulation in ways that diminish intrinsic skills. An AI system that requires continuous engagement for relief, without cultivating transferable strategies, exemplifies substitution (Diaz Alfaro et al., 2024).Importantly, whether a given technology scaffolds or substitutes depends less on its technical sophistication than on its design philosophy, integration context, and patterns of use. Designers can encourage scaffolding by building features that promote reflection, variability, and user agency (Lahlou, 2025). Clinicians can integrate AI in ways that complement, rather than replace, therapeutic relationships. Users themselves can engage critically, treating AI as a tool rather than a determinant of their psychological states.Understanding AI as a double-edged coping partner shifts the focus from whether AI is ""good"" or ""bad"" for mental health to how it is designed, deployed, and experienced. It invites researchers, clinicians, and policymakers to ask: Does this technology empower individuals to cope more effectively, or does it cope on their behalf? The answer to this question will determine whether AI becomes an ally in resilience or an architect of dependency.The paradox is visible in multiple real-world contexts. Meditation applications such as Calm and Headspace provide structured routines that make mindfulness accessible (Huberty et al., 2020;Taylor et al., 2022). Yet dependence on guided sessions can leave individuals unable to practice independently, undermining self-sufficiency. Therapeutic chatbots offer another example. Evidence suggests that Woebot can reduce symptoms of depression and anxiety in young adults (Li et al., 2025). Yet prolonged use risks cultivating ""pseudo-intimacy,"" where trust is invested in a machine rather than fostered in authentic human relationships (Wasil et al., 2022). Wearable devices illustrate the risks of hyper-monitoring. Smartwatches that prompt stress reduction exercises can help prevent escalation. Yet constant biometric feedback may trigger obsessive self-monitoring, leading to heightened anxiety and detachment from subjective experience (Clarke & Draper, 2020). These cases show that AI can scaffold coping or create new vulnerabilities, depending on usage and context.While the examples above illustrate how AI tools shape coping, their comparative analysis also reveals a systematic pattern across technologies. Meditation applications primarily reduce extraneous cognitive load, fostering short-term calm but risking dependence if self-regulation does not internalize. Therapeutic chatbots extend this mechanism into emotion-focused coping, enhancing accessibility and competence yet potentially weakening relatedness when human empathy is replaced by simulated interaction. Wearables, in turn, externalize physiological awareness, offering early warning and datadriven control but often amplifying anxiety through continuous self-surveillance. Viewed through the integrated theoretical model, these cases collectively demonstrate that AI-mediated coping outcomes depend on the balance between cognitive relief and motivational autonomy. When technology scaffolds reflection and supports agency, it strengthens resilience; when it substitutes intrinsic effort or distorts self-perception, it contributes to cognitive overload. Thus, the real-world evidence aligns with the theoretical continuum proposed in this paper, grounding the discussion in systematic, cross-case reasoning rather than isolated illustrations.Besides individual psychology, there also are social and ethical effects of AI on coping. On the contrary, AI cuts down access barriers for mental health resources. Automated tools also reduce helpseeking stigmatization through anonymity. They gain access where there are few professional resources (Li et al., 2025). Conversely, there is the risk for self-surveillance culture normalizing with AI. Distress is individualized into data points rather than expressed through the community. Coping's social factor-help by family, friends, and cultural rituals-potentially is suppressed by the electronic individualized management Algorithmic bias compounds inequities. Mental health AI trained on narrow datasets may misinterpret expressions of distress across cultures, genders, or age groups. For example, emotional expression varies widely across societies (Chen, 2025). If AI tools fail to recognize this diversity, they may deliver interventions that are ineffective or even harmful for marginalized populations. Finally, the privatization of coping risks weakening collective resilience. Communities have historically sustained resilience through shared rituals, storytelling, and mutual care (Jackson, 2020). AI interactions, by isolating coping within individualized digital exchanges, may erode these communal resources.To reduce these risks, multi-level strategies are needed. Designers will need to favor scaffold over substitution. Features would include reflective prompts in place of instruction, delays with individual reflection opportunities, and disclosure on how recommendations are generated (Martinez-Martin, 2021). Diversity in the training datasets will need to be guaranteed to reduce the risk of bias. Clinicians will need to integrate AI as part of stepped-care models, where technology provides low-level support shifting to human intervention with increasing complexity (Hoose & Králiková, 2024). Mental health professionals training needs to concentrate on critical interaction with outputs instead of unconditional use. Policy protections will need to ensure the safeguarding of privacy, accountability, and inclusivity. Regulation will need to require transparent data protection procedures along with the testing of the systems for the AI for fairness and efficacy (Elendu et al., 2023). Finally, people need to learn how to use AI with intention. Treating technology as partner rather than replacement helps maintain agency.Setting aside ""AI-free reflection time"" can help maintain intrinsic introspection. Engaging in practices such as journaling, mindfulness, and relational conversation ensures that AI complements rather than replaces human coping (Balcombe, 2023).AI is reshaping not only how people live but also how they cope. The paradox of cognitive offloading versus cognitive overload captures both the promise and the peril of this transformation. On one hand, AI can democratize access, reduce stigma, and scaffold resilience. On the other hand, it risks eroding introspection, diminishing autonomy, and fostering dependency.The challenge for psychology is not to determine whether AI is  or harmful in   is to ensure that AI  individuals to cope rather than coping on their  This requires  design,  clinical   policy  and  individual  future of mental health in the AI  will depend on maintaining this   If technology can be designed and  to scaffold rather than  it has the potential to  a  partner in  If  it risks  an architect of  The  for researchers,  and policymakers is to ensure that AI  rather than  the mental architecture of         &         &         &    not supported by",Y
Cognitive load in AI-human task delegation,Symbiotic Human–AI Collaboration for Augmented Cybersecurity Operations,"Reda Yaich, Alexandre Balondrade, Antoine Sicard, Christelle Fouquiau, Guillaume Giraud, Kahina Amokrane, Emmanuel Arbaretier",2025,https://doi.org/10.1609/aaaiss.v6i1.36072,"Security Operations Centres (SOCs) face mounting cognitive and operational demands as cyber threats increase in scale and complexity. This paper proposes a human-AI collaboration framework to augment SOC effectiveness through cognitive profiling and agentic coordination. We map 29 core SOC functions across three cognitive dimensions, thinking mode, attention level, and coordination context, revealing a concentration of tasks in cognitively saturated zones requiring slow thinking, high attention, or collective decision-making. To address these challenges, we introduce a multi-agent architecture grounded in the Belief–Desire–Intention (BDI) model and structured by an extended VOWEL+U framework that embeds human oversight into agentic ecosystems. We define four AI agent roles, Assistant, Auto-Pilot, Companion, and Operator, aligned with operational autonomy levels to support function-specific delegation. Building on this, we propose a new SOC function: Agent Collaboration and Oversight (F30), reflecting the emerging need for human supervision and configuration of agentic behaviour. Together, these contributions outline a path toward symbiotic human-AI SOCs, which can shift cognitive load, enhance decision quality, and ensure accountable, adaptive cyberdefence.",Y
Cognitive load in AI-human task delegation,A Survey on Consensus Mechanisms and Mining Strategy Management in Blockchain Networks,"Wenbo Wang, Dinh Thai Hoang, Peizhao Hu, Zehui Xiong, Dusit Niyato, Ping Wang, Yonggang Wen, Dong In Kim",2019,https://doi.org/10.1109/access.2019.2896108,"The past decade has witnessed the rapid evolution in blockchain technologies, which has attracted tremendous interests from both the research communities and industries. The blockchain network was originated from the Internet financial sector as a decentralized, immutable ledger system for transactional data ordering. Nowadays, it is envisioned as a powerful backbone/framework for decentralized data processing and data-driven self-organization in flat, open-access networks. In particular, the plausible characteristics of decentralization, immutability, and self-organization are primarily owing to the unique decentralized consensus mechanisms introduced by blockchain networks. This survey is motivated by the lack of a comprehensive literature review on the development of decentralized consensus mechanisms in blockchain networks. In this paper, we provide a systematic vision of the organization of blockchain networks. By emphasizing the unique characteristics of decentralized consensus in blockchain networks, our in-depth review of the state-of-the-art consensus protocols is focused on both the perspective of distributed consensus system design and the perspective of incentive mechanism design. From a game-theoretic point of view, we also provide a thorough review of the strategy adopted for self-organization by the individual nodes in the blockchain backbone networks. Consequently, we provide a comprehensive survey of the emerging applications of blockchain networks in a broad area of telecommunication. We highlight our special interest in how the consensus mechanisms impact these applications. Finally, we discuss several open issues in the protocol design for blockchain consensus and the related potential research directions.",Y
